user_id,product_id,action,timestamp
user_0461,36,review,2026-04-20T07:50:46.082246+00:00
user_0462,75,search,2026-04-20T07:50:46.082285+00:00
user_0463,41,order,2026-04-20T07:50:46.082342+00:00
user_0464,1,search,2026-04-20T07:50:46.082394+00:00
user_0465,73,view,2026-04-20T07:50:46.082422+00:00
user_0466,3,view,2026-04-20T07:50:46.082498+00:00
user_0467,92,view,2026-04-20T07:50:46.083536+00:00
user_0468,72,view,2026-04-20T07:50:46.083582+00:00
user_0469,37,add_to_cart,2026-04-20T07:50:46.083637+00:00
user_0470,13,checkout,2026-04-20T07:50:46.083706+00:00
user_0471,85,add_to_cart,2026-04-20T07:50:46.083799+00:00
user_0472,51,chat_message,2026-04-20T07:50:46.083875+00:00
user_0473,71,view,2026-04-20T07:50:46.083924+00:00
user_0474,17,order,2026-04-20T07:50:46.083966+00:00
user_0475,74,checkout,2026-04-20T07:50:46.083995+00:00
user_0476,18,click,2026-04-20T07:50:46.084041+00:00
user_0477,73,search,2026-04-20T07:50:46.084103+00:00
user_0478,7,order,2026-04-20T07:50:46.085149+00:00
user_0479,70,add_to_cart,2026-04-20T07:50:46.085187+00:00
user_0480,16,click,2026-04-20T07:50:46.085253+00:00
user_0481,22,order,2026-04-20T07:50:46.085299+00:00
user_0482,27,search,2026-04-20T07:50:46.085369+00:00
user_0483,88,order,2026-04-20T07:50:46.085441+00:00
user_0484,30,click,2026-04-20T07:50:46.085533+00:00
user_0485,30,view,2026-04-20T07:50:46.085610+00:00
user_0486,40,click,2026-04-20T07:50:46.085678+00:00
user_0487,55,checkout,2026-04-20T07:50:46.085717+00:00
user_0488,62,view,2026-04-20T07:50:46.086698+00:00
user_0489,19,checkout,2026-04-20T07:50:46.086761+00:00
user_0490,61,click,2026-04-20T07:50:46.086801+00:00
user_0491,71,click,2026-04-20T07:50:46.086879+00:00
user_0492,58,search,2026-04-20T07:50:46.086948+00:00
user_0493,94,checkout,2026-04-20T07:50:46.087011+00:00
user_0494,27,search,2026-04-20T07:50:46.087057+00:00
user_0495,12,search,2026-04-20T07:50:46.087119+00:00
user_0496,52,order,2026-04-20T07:50:46.087204+00:00
user_0497,78,search,2026-04-20T07:50:46.087285+00:00
user_0498,63,chat_message,2026-04-20T07:50:46.087332+00:00
user_0499,50,click,2026-04-20T07:50:46.088541+00:00
user_0500,23,chat_message,2026-04-20T07:50:46.088573+00:00
