entity_id,views,list_views,searches,cart_adds,cart_updates,checkouts,orders,reviews,chat_messages,buy_score_heuristic,top_category,has_order,behavior_label,label_confidence,event_count,first_event_at,last_event_at
bench-window_shopper-036,2,1,0,0,0,0,0,0,0,6,clothes,0,impulse_buyer,0.52,4,2026-04-14T12:10:33.256248+00:00,2026-04-19T11:26:36.256248+00:00
bench-price_sensitive-043,1,0,2,1,1,0,0,0,0,12,clothes,0,researcher,0.58,6,2026-04-14T12:10:34.256248+00:00,2026-04-17T23:15:36.256248+00:00
bench-impulse_buyer-046,1,1,0,1,0,1,1,0,0,20,clothes,1,impulse_buyer,0.82,5,2026-04-14T12:10:35.256248+00:00,2026-04-19T00:51:32.256248+00:00
bench-impulse_buyer-010,1,1,0,1,0,1,1,0,0,20,computer,1,impulse_buyer,0.82,5,2026-04-14T12:55:33.256248+00:00,2026-04-20T04:31:35.256248+00:00
bench-impulse_buyer-017,1,1,0,1,0,1,1,0,0,20,computer,1,impulse_buyer,0.82,5,2026-04-14T13:03:33.256248+00:00,2026-04-19T05:57:36.256248+00:00
bench-impulse_buyer-051,1,1,0,1,0,1,1,0,0,20,computer,1,impulse_buyer,0.82,5,2026-04-14T13:07:33.256248+00:00,2026-04-19T14:09:34.256248+00:00
bench-window_shopper-042,2,1,0,0,0,0,0,0,0,6,mobile,0,impulse_buyer,0.52,4,2026-04-14T13:07:34.256248+00:00,2026-04-20T04:42:35.256248+00:00
bench-researcher-054,2,1,2,0,0,0,0,0,1,11,clothes,0,researcher,0.58,6,2026-04-14T13:12:31.256248+00:00,2026-04-18T01:55:32.256248+00:00
bench-price_sensitive-024,1,0,2,1,1,0,0,0,0,12,computer,0,researcher,0.58,6,2026-04-14T13:24:35.256248+00:00,2026-04-18T15:37:36.256248+00:00
bench-loyal_customer-055,1,0,0,1,0,1,2,1,0,30,mobile,1,loyal_customer,0.9,6,2026-04-14T13:38:33.256248+00:00,2026-04-19T12:00:36.256248+00:00
bench-loyal_customer-031,1,0,0,1,0,1,2,1,0,30,clothes,1,loyal_customer,0.9,6,2026-04-14T13:58:33.256248+00:00,2026-04-19T22:33:36.256248+00:00
bench-impulse_buyer-035,1,1,0,1,0,1,1,0,0,20,computer,1,impulse_buyer,0.82,5,2026-04-14T14:00:33.256248+00:00,2026-04-19T23:26:32.256248+00:00
bench-researcher-057,2,1,2,0,0,0,0,0,1,11,computer,0,researcher,0.58,6,2026-04-14T14:06:32.256248+00:00,2026-04-19T23:23:31.256248+00:00
bench-window_shopper-045,2,1,0,0,0,0,0,0,0,6,mobile,0,impulse_buyer,0.52,4,2026-04-14T14:14:34.256248+00:00,2026-04-17T01:26:36.256248+00:00
bench-researcher-011,2,1,2,0,0,0,0,0,1,11,clothes,0,researcher,0.58,6,2026-04-14T14:53:35.256248+00:00,2026-04-20T07:11:31.256248+00:00
bench-loyal_customer-017,1,0,0,1,0,1,2,1,0,30,mobile,1,loyal_customer,0.9,6,2026-04-14T14:57:32.256248+00:00,2026-04-20T02:32:31.256248+00:00
bench-researcher-022,2,1,2,0,0,0,0,0,1,11,mobile,0,researcher,0.58,6,2026-04-14T15:05:35.256248+00:00,2026-04-19T07:32:31.256248+00:00
bench-impulse_buyer-052,1,1,0,1,0,1,1,0,0,20,mobile,1,impulse_buyer,0.82,5,2026-04-14T15:07:36.256248+00:00,2026-04-19T22:25:32.256248+00:00
bench-window_shopper-021,2,1,0,0,0,0,0,0,0,6,computer,0,impulse_buyer,0.52,4,2026-04-14T15:49:33.256248+00:00,2026-04-20T01:20:34.256248+00:00
bench-loyal_customer-007,1,0,0,1,0,1,2,1,0,30,mobile,1,loyal_customer,0.9,6,2026-04-14T16:00:35.256248+00:00,2026-04-20T03:32:32.256248+00:00
bench-researcher-039,2,1,2,0,0,0,0,0,1,11,clothes,0,researcher,0.58,6,2026-04-14T16:05:31.256248+00:00,2026-04-20T07:29:33.256248+00:00
bench-price_sensitive-045,1,0,2,1,1,0,0,0,0,12,mobile,0,researcher,0.58,6,2026-04-14T16:11:31.256248+00:00,2026-04-18T01:26:32.256248+00:00
bench-window_shopper-015,2,1,0,0,0,0,0,0,0,6,mobile,0,impulse_buyer,0.52,4,2026-04-14T16:19:34.256248+00:00,2026-04-19T13:20:36.256248+00:00
bench-price_sensitive-038,1,0,2,1,1,0,0,0,0,12,clothes,0,researcher,0.58,6,2026-04-14T16:32:33.256248+00:00,2026-04-19T17:55:34.256248+00:00
bench-loyal_customer-008,1,0,0,1,0,1,2,1,0,30,clothes,1,loyal_customer,0.9,6,2026-04-14T16:33:36.256248+00:00,2026-04-19T14:10:33.256248+00:00
bench-loyal_customer-013,1,0,0,1,0,1,2,1,0,30,clothes,1,loyal_customer,0.9,6,2026-04-14T16:51:32.256248+00:00,2026-04-18T04:18:34.256248+00:00
bench-loyal_customer-036,1,0,0,1,0,1,2,1,0,30,clothes,1,loyal_customer,0.9,6,2026-04-14T16:56:36.256248+00:00,2026-04-19T23:02:32.256248+00:00
bench-loyal_customer-041,1,0,0,1,0,1,2,1,0,30,clothes,1,loyal_customer,0.9,6,2026-04-14T17:04:31.256248+00:00,2026-04-20T08:02:34.256248+00:00
bench-price_sensitive-008,1,0,2,1,1,0,0,0,0,12,computer,0,researcher,0.58,6,2026-04-14T17:21:32.256248+00:00,2026-04-18T02:55:36.256248+00:00
bench-window_shopper-032,2,1,0,0,0,0,0,0,0,6,computer,0,impulse_buyer,0.52,4,2026-04-14T17:38:35.256248+00:00,2026-04-19T18:53:33.256248+00:00
bench-researcher-020,2,1,2,0,0,0,0,0,1,11,mobile,0,researcher,0.58,6,2026-04-14T17:52:31.256248+00:00,2026-04-17T16:09:33.256248+00:00
bench-price_sensitive-018,1,0,2,1,1,0,0,0,0,12,mobile,0,researcher,0.58,6,2026-04-14T17:54:31.256248+00:00,2026-04-20T04:31:33.256248+00:00
bench-loyal_customer-039,1,0,0,1,0,1,2,1,0,30,computer,1,loyal_customer,0.9,6,2026-04-14T17:58:31.256248+00:00,2026-04-19T20:41:35.256248+00:00
bench-window_shopper-034,2,1,0,0,0,0,0,0,0,6,computer,0,impulse_buyer,0.52,4,2026-04-14T18:36:34.256248+00:00,2026-04-19T07:05:33.256248+00:00
bench-window_shopper-044,2,1,0,0,0,0,0,0,0,6,computer,0,impulse_buyer,0.52,4,2026-04-14T19:10:34.256248+00:00,2026-04-18T10:20:33.256248+00:00
bench-window_shopper-012,2,1,0,0,0,0,0,0,0,6,clothes,0,impulse_buyer,0.52,4,2026-04-14T19:20:36.256248+00:00,2026-04-19T16:36:34.256248+00:00
bench-price_sensitive-016,1,0,2,1,1,0,0,0,0,12,computer,0,researcher,0.58,6,2026-04-14T19:39:32.256248+00:00,2026-04-20T05:44:36.256248+00:00
bench-loyal_customer-012,1,0,0,1,0,1,2,1,0,30,clothes,1,loyal_customer,0.9,6,2026-04-14T19:50:31.256248+00:00,2026-04-19T10:19:32.256248+00:00
bench-impulse_buyer-045,1,1,0,1,0,1,1,0,0,20,computer,1,impulse_buyer,0.82,5,2026-04-14T20:22:34.256248+00:00,2026-04-20T01:11:35.256248+00:00
bench-impulse_buyer-057,1,1,0,1,0,1,1,0,0,20,clothes,1,impulse_buyer,0.82,5,2026-04-14T20:28:36.256248+00:00,2026-04-17T16:48:32.256248+00:00
bench-loyal_customer-030,1,0,0,1,0,1,2,1,0,30,mobile,1,loyal_customer,0.9,6,2026-04-14T21:15:34.256248+00:00,2026-04-18T10:34:35.256248+00:00
bench-window_shopper-031,2,1,0,0,0,0,0,0,0,6,clothes,0,impulse_buyer,0.52,4,2026-04-14T21:46:35.256248+00:00,2026-04-18T18:15:34.256248+00:00
bench-impulse_buyer-006,1,1,0,1,0,1,1,0,0,20,computer,1,impulse_buyer,0.82,5,2026-04-14T21:54:32.256248+00:00,2026-04-16T01:58:34.256248+00:00
bench-impulse_buyer-018,1,1,0,1,0,1,1,0,0,20,computer,1,impulse_buyer,0.82,5,2026-04-14T21:59:32.256248+00:00,2026-04-19T03:56:36.256248+00:00
bench-loyal_customer-015,1,0,0,1,0,1,2,1,0,30,computer,1,loyal_customer,0.9,6,2026-04-14T22:31:34.256248+00:00,2026-04-20T02:24:35.256248+00:00
bench-researcher-012,2,1,2,0,0,0,0,0,1,11,mobile,0,researcher,0.58,6,2026-04-14T23:02:36.256248+00:00,2026-04-19T09:49:32.256248+00:00
bench-loyal_customer-058,1,0,0,1,0,1,2,1,0,30,clothes,1,loyal_customer,0.9,6,2026-04-14T23:07:31.256248+00:00,2026-04-20T05:54:36.256248+00:00
bench-price_sensitive-041,1,0,2,1,1,0,0,0,0,12,clothes,0,researcher,0.58,6,2026-04-14T23:21:36.256248+00:00,2026-04-20T02:14:33.256248+00:00
bench-researcher-050,2,1,2,0,0,0,0,0,1,11,computer,0,researcher,0.58,6,2026-04-14T23:41:33.256248+00:00,2026-04-19T22:47:32.256248+00:00
bench-impulse_buyer-032,1,1,0,1,0,1,1,0,0,20,computer,1,impulse_buyer,0.82,5,2026-04-14T23:45:35.256248+00:00,2026-04-18T18:27:32.256248+00:00
bench-loyal_customer-004,1,0,0,1,0,1,2,1,0,30,clothes,1,loyal_customer,0.9,6,2026-04-14T23:50:34.256248+00:00,2026-04-18T20:48:32.256248+00:00
bench-loyal_customer-002,1,0,0,1,0,1,2,1,0,30,computer,1,loyal_customer,0.9,6,2026-04-14T23:59:32.256248+00:00,2026-04-19T00:36:34.256248+00:00
bench-impulse_buyer-022,1,1,0,1,0,1,1,0,0,20,computer,1,impulse_buyer,0.82,5,2026-04-15T00:10:36.256248+00:00,2026-04-20T04:58:34.256248+00:00
bench-loyal_customer-018,1,0,0,1,0,1,2,1,0,30,computer,1,loyal_customer,0.9,6,2026-04-15T00:14:34.256248+00:00,2026-04-19T22:58:32.256248+00:00
bench-researcher-015,2,1,2,0,0,0,0,0,1,11,mobile,0,researcher,0.58,6,2026-04-15T00:35:36.256248+00:00,2026-04-18T08:43:34.256248+00:00
bench-price_sensitive-039,1,0,2,1,1,0,0,0,0,12,computer,0,researcher,0.58,6,2026-04-15T00:50:31.256248+00:00,2026-04-19T00:54:32.256248+00:00
bench-window_shopper-049,2,1,0,0,0,0,0,0,0,6,clothes,0,impulse_buyer,0.52,4,2026-04-15T01:23:36.256248+00:00,2026-04-20T03:52:34.256248+00:00
bench-researcher-013,2,1,2,0,0,0,0,0,1,11,computer,0,researcher,0.58,6,2026-04-15T01:24:32.256248+00:00,2026-04-19T22:30:33.256248+00:00
bench-price_sensitive-046,1,0,2,1,1,0,0,0,0,12,mobile,0,researcher,0.58,6,2026-04-15T01:31:33.256248+00:00,2026-04-19T07:17:31.256248+00:00
bench-loyal_customer-035,1,0,0,1,0,1,2,1,0,30,mobile,1,loyal_customer,0.9,6,2026-04-15T02:33:35.256248+00:00,2026-04-20T03:52:32.256248+00:00
bench-researcher-004,2,1,2,0,0,0,0,0,1,11,computer,0,researcher,0.58,6,2026-04-15T02:46:32.256248+00:00,2026-04-20T00:57:35.256248+00:00
bench-price_sensitive-011,1,0,2,1,1,0,0,0,0,12,clothes,0,researcher,0.58,6,2026-04-15T02:59:31.256248+00:00,2026-04-19T08:12:35.256248+00:00
bench-loyal_customer-032,1,0,0,1,0,1,2,1,0,30,computer,1,loyal_customer,0.9,6,2026-04-15T03:04:36.256248+00:00,2026-04-17T17:48:31.256248+00:00
bench-researcher-023,2,1,2,0,0,0,0,0,1,11,mobile,0,researcher,0.58,6,2026-04-15T03:15:31.256248+00:00,2026-04-20T01:47:33.256248+00:00
bench-price_sensitive-057,1,0,2,1,1,0,0,0,0,12,clothes,0,researcher,0.58,6,2026-04-15T03:54:31.256248+00:00,2026-04-18T19:07:36.256248+00:00
bench-impulse_buyer-012,1,1,0,1,0,1,1,0,0,20,computer,1,impulse_buyer,0.82,5,2026-04-15T04:07:35.256248+00:00,2026-04-19T19:49:33.256248+00:00
bench-impulse_buyer-043,1,1,0,1,0,1,1,0,0,20,computer,1,impulse_buyer,0.82,5,2026-04-15T04:19:33.256248+00:00,2026-04-18T21:39:32.256248+00:00
bench-impulse_buyer-016,1,1,0,1,0,1,1,0,0,20,clothes,1,impulse_buyer,0.82,5,2026-04-15T05:14:34.256248+00:00,2026-04-18T11:21:36.256248+00:00
bench-impulse_buyer-007,1,1,0,1,0,1,1,0,0,20,computer,1,impulse_buyer,0.82,5,2026-04-15T05:35:35.256248+00:00,2026-04-19T10:59:32.256248+00:00
bench-impulse_buyer-021,1,1,0,1,0,1,1,0,0,20,clothes,1,impulse_buyer,0.82,5,2026-04-15T06:07:36.256248+00:00,2026-04-18T05:55:34.256248+00:00
bench-impulse_buyer-025,1,1,0,1,0,1,1,0,0,20,mobile,1,impulse_buyer,0.82,5,2026-04-15T06:38:33.256248+00:00,2026-04-18T08:33:35.256248+00:00
bench-impulse_buyer-044,1,1,0,1,0,1,1,0,0,20,clothes,1,impulse_buyer,0.82,5,2026-04-15T06:51:34.256248+00:00,2026-04-19T14:29:33.256248+00:00
bench-price_sensitive-002,1,0,2,1,1,0,0,0,0,12,mobile,0,researcher,0.58,6,2026-04-15T07:01:33.256248+00:00,2026-04-19T20:13:35.256248+00:00
bench-window_shopper-040,2,1,0,0,0,0,0,0,0,6,computer,0,impulse_buyer,0.52,4,2026-04-15T07:39:33.256248+00:00,2026-04-18T20:21:35.256248+00:00
bench-price_sensitive-007,1,0,2,1,1,0,0,0,0,12,computer,0,researcher,0.58,6,2026-04-15T08:16:34.256248+00:00,2026-04-19T23:37:36.256248+00:00
bench-window_shopper-041,2,1,0,0,0,0,0,0,0,6,computer,0,impulse_buyer,0.52,4,2026-04-15T08:18:33.256248+00:00,2026-04-20T06:41:35.256248+00:00
bench-researcher-001,2,1,2,0,0,0,0,0,1,11,clothes,0,researcher,0.58,6,2026-04-15T08:23:31.256248+00:00,2026-04-19T19:47:32.256248+00:00
bench-loyal_customer-026,1,0,0,1,0,1,2,1,0,30,computer,1,loyal_customer,0.9,6,2026-04-15T08:39:32.256248+00:00,2026-04-19T03:08:34.256248+00:00
bench-loyal_customer-023,1,0,0,1,0,1,2,1,0,30,clothes,1,loyal_customer,0.9,6,2026-04-15T08:42:36.256248+00:00,2026-04-20T05:40:33.256248+00:00
bench-price_sensitive-010,1,0,2,1,1,0,0,0,0,12,mobile,0,researcher,0.58,6,2026-04-15T09:06:35.256248+00:00,2026-04-19T09:25:34.256248+00:00
bench-researcher-032,2,1,2,0,0,0,0,0,1,11,clothes,0,researcher,0.58,6,2026-04-15T09:08:32.256248+00:00,2026-04-18T21:28:36.256248+00:00
bench-researcher-044,2,1,2,0,0,0,0,0,1,11,computer,0,researcher,0.58,6,2026-04-15T09:44:34.256248+00:00,2026-04-20T07:21:32.256248+00:00
bench-researcher-040,2,1,2,0,0,0,0,0,1,11,computer,0,researcher,0.58,6,2026-04-15T09:57:32.256248+00:00,2026-04-19T17:53:36.256248+00:00
bench-loyal_customer-028,1,0,0,1,0,1,2,1,0,30,mobile,1,loyal_customer,0.9,6,2026-04-15T10:55:32.256248+00:00,2026-04-19T01:43:33.256248+00:00
bench-impulse_buyer-002,1,1,0,1,0,1,1,0,0,20,clothes,1,impulse_buyer,0.82,5,2026-04-15T11:01:35.256248+00:00,2026-04-19T06:46:36.256248+00:00
bench-window_shopper-052,2,1,0,0,0,0,0,0,0,6,mobile,0,impulse_buyer,0.52,4,2026-04-15T11:21:34.256248+00:00,2026-04-19T04:05:36.256248+00:00
bench-loyal_customer-057,1,0,0,1,0,1,2,1,0,30,mobile,1,loyal_customer,0.9,6,2026-04-15T12:41:32.256248+00:00,2026-04-19T09:35:36.256248+00:00
bench-window_shopper-047,2,1,0,0,0,0,0,0,0,6,clothes,0,impulse_buyer,0.52,4,2026-04-15T12:50:34.256248+00:00,2026-04-19T02:26:35.256248+00:00
bench-loyal_customer-042,1,0,0,1,0,1,2,1,0,30,clothes,1,loyal_customer,0.9,6,2026-04-15T13:16:31.256248+00:00,2026-04-19T22:11:36.256248+00:00
bench-window_shopper-014,2,1,0,0,0,0,0,0,0,6,computer,0,impulse_buyer,0.52,4,2026-04-15T13:23:34.256248+00:00,2026-04-20T04:53:33.256248+00:00
bench-price_sensitive-019,1,0,2,1,1,0,0,0,0,12,mobile,0,researcher,0.58,6,2026-04-15T13:33:31.256248+00:00,2026-04-20T07:18:33.256248+00:00
bench-window_shopper-056,2,1,0,0,0,0,0,0,0,6,mobile,0,impulse_buyer,0.52,4,2026-04-15T14:10:34.256248+00:00,2026-04-17T08:31:36.256248+00:00
bench-researcher-024,2,1,2,0,0,0,0,0,1,11,mobile,0,researcher,0.58,6,2026-04-15T14:35:34.256248+00:00,2026-04-18T10:11:36.256248+00:00
bench-price_sensitive-051,1,0,2,1,1,0,0,0,0,12,clothes,0,researcher,0.58,6,2026-04-15T15:11:35.256248+00:00,2026-04-20T01:55:34.256248+00:00
bench-price_sensitive-050,1,0,2,1,1,0,0,0,0,12,mobile,0,researcher,0.58,6,2026-04-15T15:16:36.256248+00:00,2026-04-20T05:05:32.256248+00:00
bench-price_sensitive-017,1,0,2,1,1,0,0,0,0,12,clothes,0,researcher,0.58,6,2026-04-15T15:23:32.256248+00:00,2026-04-19T19:26:33.256248+00:00
bench-window_shopper-055,2,1,0,0,0,0,0,0,0,6,mobile,0,impulse_buyer,0.52,4,2026-04-15T16:13:36.256248+00:00,2026-04-17T11:35:34.256248+00:00
bench-researcher-010,2,1,2,0,0,0,0,0,1,11,mobile,0,researcher,0.58,6,2026-04-15T16:39:34.256248+00:00,2026-04-20T03:45:36.256248+00:00
bench-impulse_buyer-026,1,1,0,1,0,1,1,0,0,20,clothes,1,impulse_buyer,0.82,5,2026-04-15T17:01:32.256248+00:00,2026-04-20T00:44:36.256248+00:00
bench-researcher-055,2,1,2,0,0,0,0,0,1,11,computer,0,researcher,0.58,6,2026-04-15T17:08:32.256248+00:00,2026-04-19T06:08:36.256248+00:00
bench-researcher-014,2,1,2,0,0,0,0,0,1,11,mobile,0,researcher,0.58,6,2026-04-15T17:55:33.256248+00:00,2026-04-20T06:42:35.256248+00:00
bench-impulse_buyer-028,1,1,0,1,0,1,1,0,0,20,clothes,1,impulse_buyer,0.82,5,2026-04-15T18:01:36.256248+00:00,2026-04-19T23:42:33.256248+00:00
bench-loyal_customer-048,1,0,0,1,0,1,2,1,0,30,computer,1,loyal_customer,0.9,6,2026-04-15T18:25:35.256248+00:00,2026-04-19T23:06:32.256248+00:00
bench-window_shopper-053,2,1,0,0,0,0,0,0,0,6,mobile,0,impulse_buyer,0.52,4,2026-04-15T18:56:33.256248+00:00,2026-04-19T17:22:35.256248+00:00
bench-impulse_buyer-023,1,1,0,1,0,1,1,0,0,20,mobile,1,impulse_buyer,0.82,5,2026-04-15T19:01:32.256248+00:00,2026-04-18T11:13:36.256248+00:00
bench-researcher-025,2,1,2,0,0,0,0,0,1,11,computer,0,researcher,0.58,6,2026-04-15T19:24:32.256248+00:00,2026-04-19T08:30:36.256248+00:00
bench-loyal_customer-040,1,0,0,1,0,1,2,1,0,30,mobile,1,loyal_customer,0.9,6,2026-04-15T20:06:33.256248+00:00,2026-04-19T21:16:36.256248+00:00
bench-researcher-036,2,1,2,0,0,0,0,0,1,11,mobile,0,researcher,0.58,6,2026-04-15T20:18:33.256248+00:00,2026-04-20T07:28:32.256248+00:00
bench-loyal_customer-021,1,0,0,1,0,1,2,1,0,30,clothes,1,loyal_customer,0.9,6,2026-04-15T21:25:35.256248+00:00,2026-04-19T14:09:34.256248+00:00
bench-impulse_buyer-020,1,1,0,1,0,1,1,0,0,20,mobile,1,impulse_buyer,0.82,5,2026-04-15T21:37:35.256248+00:00,2026-04-18T21:54:33.256248+00:00
bench-loyal_customer-024,1,0,0,1,0,1,2,1,0,30,mobile,1,loyal_customer,0.9,6,2026-04-15T22:08:31.256248+00:00,2026-04-18T00:37:35.256248+00:00
bench-impulse_buyer-005,1,1,0,1,0,1,1,0,0,20,computer,1,impulse_buyer,0.82,5,2026-04-15T22:13:33.256248+00:00,2026-04-18T11:45:35.256248+00:00
bench-impulse_buyer-042,1,1,0,1,0,1,1,0,0,20,clothes,1,impulse_buyer,0.82,5,2026-04-15T23:29:36.256248+00:00,2026-04-17T14:35:34.256248+00:00
bench-window_shopper-020,2,1,0,0,0,0,0,0,0,6,clothes,0,impulse_buyer,0.52,4,2026-04-16T00:44:33.256248+00:00,2026-04-19T10:53:34.256248+00:00
bench-impulse_buyer-030,1,1,0,1,0,1,1,0,0,20,clothes,1,impulse_buyer,0.82,5,2026-04-16T01:50:34.256248+00:00,2026-04-18T01:53:32.256248+00:00
bench-researcher-021,2,1,2,0,0,0,0,0,1,11,clothes,0,researcher,0.58,6,2026-04-16T02:12:32.256248+00:00,2026-04-20T05:23:36.256248+00:00
bench-impulse_buyer-001,1,1,0,1,0,1,1,0,0,20,mobile,1,impulse_buyer,0.82,5,2026-04-16T02:16:36.256248+00:00,2026-04-19T09:27:32.256248+00:00
bench-window_shopper-024,2,1,0,0,0,0,0,0,0,6,computer,0,impulse_buyer,0.52,4,2026-04-16T02:37:34.256248+00:00,2026-04-18T09:54:33.256248+00:00
bench-window_shopper-029,2,1,0,0,0,0,0,0,0,6,mobile,0,impulse_buyer,0.52,4,2026-04-16T03:38:36.256248+00:00,2026-04-19T10:07:35.256248+00:00
bench-impulse_buyer-038,1,1,0,1,0,1,1,0,0,20,computer,1,impulse_buyer,0.82,5,2026-04-16T04:09:33.256248+00:00,2026-04-19T05:40:35.256248+00:00
bench-loyal_customer-052,1,0,0,1,0,1,2,1,0,30,clothes,1,loyal_customer,0.9,6,2026-04-16T05:32:35.256248+00:00,2026-04-19T14:32:31.256248+00:00
bench-price_sensitive-058,1,0,2,1,1,0,0,0,0,12,computer,0,researcher,0.58,6,2026-04-16T06:26:35.256248+00:00,2026-04-19T03:49:36.256248+00:00
bench-window_shopper-059,2,1,0,0,0,0,0,0,0,6,computer,0,impulse_buyer,0.52,4,2026-04-16T06:33:34.256248+00:00,2026-04-19T18:34:35.256248+00:00
bench-window_shopper-011,2,1,0,0,0,0,0,0,0,6,clothes,0,impulse_buyer,0.52,4,2026-04-16T07:08:34.256248+00:00,2026-04-19T11:57:36.256248+00:00
bench-window_shopper-035,2,1,0,0,0,0,0,0,0,6,clothes,0,impulse_buyer,0.52,4,2026-04-16T07:26:34.256248+00:00,2026-04-18T16:38:35.256248+00:00
bench-impulse_buyer-003,1,1,0,1,0,1,1,0,0,20,computer,1,impulse_buyer,0.82,5,2026-04-16T08:39:33.256248+00:00,2026-04-19T04:35:32.256248+00:00
bench-impulse_buyer-009,1,1,0,1,0,1,1,0,0,20,mobile,1,impulse_buyer,0.82,5,2026-04-16T09:26:35.256248+00:00,2026-04-20T02:52:32.256248+00:00
bench-window_shopper-002,2,1,0,0,0,0,0,0,0,6,computer,0,impulse_buyer,0.52,4,2026-04-16T10:27:34.256248+00:00,2026-04-18T16:49:35.256248+00:00
bench-researcher-006,2,1,2,0,0,0,0,0,1,11,computer,0,researcher,0.58,6,2026-04-16T11:13:33.256248+00:00,2026-04-20T03:29:31.256248+00:00
bench-loyal_customer-056,1,0,0,1,0,1,2,1,0,30,mobile,1,loyal_customer,0.9,6,2026-04-16T11:17:36.256248+00:00,2026-04-19T20:31:33.256248+00:00
bench-impulse_buyer-015,1,1,0,1,0,1,1,0,0,20,mobile,1,impulse_buyer,0.82,5,2026-04-16T11:18:32.256248+00:00,2026-04-20T05:46:36.256248+00:00
bench-price_sensitive-003,1,0,2,1,1,0,0,0,0,12,clothes,0,researcher,0.58,6,2026-04-16T11:45:33.256248+00:00,2026-04-19T19:19:36.256248+00:00
bench-window_shopper-003,2,1,0,0,0,0,0,0,0,6,mobile,0,impulse_buyer,0.52,4,2026-04-16T16:16:34.256248+00:00,2026-04-19T07:09:33.256248+00:00
bench-researcher-043,2,1,2,0,0,0,0,0,1,11,computer,0,researcher,0.58,6,2026-04-16T20:19:35.256248+00:00,2026-04-20T06:59:34.256248+00:00
bench-window_shopper-004,2,1,0,0,0,0,0,0,0,6,computer,0,impulse_buyer,0.52,4,2026-04-16T20:50:33.256248+00:00,2026-04-19T13:36:35.256248+00:00
bench-impulse_buyer-054,1,1,0,1,0,1,1,0,0,20,clothes,1,impulse_buyer,0.82,5,2026-04-16T21:50:32.256248+00:00,2026-04-20T03:15:33.256248+00:00
bench-price_sensitive-026,1,0,2,1,1,0,0,0,0,12,computer,0,researcher,0.58,6,2026-04-16T21:55:35.256248+00:00,2026-04-20T01:11:36.256248+00:00
bench-researcher-000,2,1,2,0,0,0,0,0,1,11,computer,0,researcher,0.58,6,2026-04-17T00:02:36.256248+00:00,2026-04-19T22:39:32.256248+00:00
bench-loyal_customer-006,1,0,0,1,0,1,2,1,0,30,clothes,1,loyal_customer,0.9,6,2026-04-17T00:51:31.256248+00:00,2026-04-19T23:23:36.256248+00:00
bench-price_sensitive-014,1,0,2,1,1,0,0,0,0,12,computer,0,researcher,0.58,6,2026-04-17T00:57:36.256248+00:00,2026-04-19T00:21:32.256248+00:00
bench-window_shopper-025,2,1,0,0,0,0,0,0,0,6,mobile,0,impulse_buyer,0.52,4,2026-04-17T01:33:36.256248+00:00,2026-04-19T08:46:35.256248+00:00
bench-loyal_customer-027,1,0,0,1,0,1,2,1,0,30,mobile,1,loyal_customer,0.9,6,2026-04-17T03:07:31.256248+00:00,2026-04-20T06:19:33.256248+00:00
bench-window_shopper-017,2,1,0,0,0,0,0,0,0,6,computer,0,impulse_buyer,0.52,4,2026-04-17T09:06:36.256248+00:00,2026-04-19T19:32:33.256248+00:00
bench-impulse_buyer-056,1,1,0,1,0,1,1,0,0,20,mobile,1,impulse_buyer,0.82,5,2026-04-17T09:49:32.256248+00:00,2026-04-19T15:18:33.256248+00:00
bench-window_shopper-046,2,1,0,0,0,0,0,0,0,6,computer,0,impulse_buyer,0.52,4,2026-04-17T15:52:33.256248+00:00,2026-04-20T02:12:36.256248+00:00
user_0001,2,1,0,0,0,0,2,4,1,35,audio,1,loyal_customer,0.9,10,2026-04-20T07:50:45.958002+00:00,2026-04-20T07:50:45.958108+00:00
user_0002,0,1,0,0,0,0,1,0,2,13,component,1,researcher,0.58,4,2026-04-20T07:50:45.958116+00:00,2026-04-20T07:50:45.958140+00:00
user_0003,2,2,0,1,0,0,2,2,0,32,component,1,loyal_customer,0.9,9,2026-04-20T07:50:45.958148+00:00,2026-04-20T07:50:45.958213+00:00
user_0004,0,0,1,1,0,0,2,3,0,31,component,1,loyal_customer,0.9,7,2026-04-20T07:50:45.958221+00:00,2026-04-20T07:50:45.958267+00:00
user_0005,1,1,0,2,0,0,2,2,0,33,computer,1,loyal_customer,0.9,8,2026-04-20T07:50:45.958275+00:00,2026-04-20T07:50:45.958329+00:00
user_0006,1,2,2,1,0,1,2,1,2,40,mobile,1,loyal_customer,0.9,12,2026-04-20T07:50:45.958337+00:00,2026-04-20T07:50:45.958420+00:00
user_0007,0,2,1,0,0,5,1,1,2,44,tablet,1,impulse_buyer,0.82,12,2026-04-20T07:50:45.958428+00:00,2026-04-20T07:50:45.958511+00:00
user_0008,2,1,0,0,0,1,1,0,0,18,wearable,1,impulse_buyer,0.52,5,2026-04-20T07:50:45.958519+00:00,2026-04-20T07:50:45.958549+00:00
user_0009,4,2,1,2,0,1,0,1,1,30,wearable,0,impulse_buyer,0.52,12,2026-04-20T07:50:45.958557+00:00,2026-04-20T07:50:45.958641+00:00
user_0010,0,1,0,1,0,3,0,1,1,25,computer,0,researcher,0.58,7,2026-04-20T07:50:45.958649+00:00,2026-04-20T07:50:45.960734+00:00
user_0011,0,0,2,1,0,1,1,2,1,29,wearable,1,impulse_buyer,0.82,8,2026-04-20T07:50:45.960743+00:00,2026-04-20T07:50:45.960799+00:00
